query_id,text,灾种,查询类型,风险等级_L0_L3,是否C3回退,gold_evidence_ids,必需行动,禁止行动,source_group_id,证据空白,预期域外空白,标注状态,标注版本,正式训练资格,备注
pilot_legacy_multi_0331,我很慌，手机也快没电,cross_disaster_support,multi_intent,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""节约电量并准备替代通信或求救方式"", ""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_multi_0331,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0333,我很慌，手机也快关机,cross_disaster_support,multi_intent,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""节约电量并准备替代通信或求救方式"", ""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_multi_0333,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0334,我很想哭，手机也快没电,cross_disaster_support,multi_intent,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""节约电量并准备替代通信或求救方式"", ""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_multi_0334,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0346,我腿疼，现在很害怕,injury_first_aid,multi_intent,1,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_multi_0346,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0349,我胳膊肿了，现在很害怕,injury_first_aid,multi_intent,1,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_multi_0349,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0354,我脚扭伤了，现在很想哭,injury_first_aid,multi_intent,1,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_multi_0354,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0360,我胳膊肿了，还门打不开,injury_first_aid,multi_intent,1,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_multi_0360,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0364,我腿很疼，旁边墙在裂,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0364,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0368,我手腕肿了，旁边还在掉东西,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0368,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0370,我脚扭了，旁边墙在裂,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0370,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0374,我腿疼，也没水,injury_first_aid,multi_intent,1,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""确认安全饮水来源并联系救援""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0374,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0024,我头晕，不过没流血,injury_first_aid,negation_conflict,3,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120"", ""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要反复揭开敷料查看出血"", ""不要随意搬动疑似头部损伤者""]",pilot_legacy_neg_0024,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0025,我头晕，不过没有头部出血,injury_first_aid,negation_conflict,3,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120"", ""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要反复揭开敷料查看出血"", ""不要随意搬动疑似头部损伤者""]",pilot_legacy_neg_0025,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0040,我很害怕，不是因为出血,injury_first_aid,negation_conflict,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120""]","[""不要反复揭开敷料查看出血""]",pilot_legacy_neg_0040,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0043,我很慌，不是因为出血,injury_first_aid,negation_conflict,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120""]","[""不要反复揭开敷料查看出血""]",pilot_legacy_neg_0043,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0051,我很慌，但不是喘不上气,cross_disaster_support,negation_conflict,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_neg_0051,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0066,我被困住了，但还能正常呼吸,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""立即转移到相对安全空气环境"", ""尽快拨打120或寻求现场专业救援"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不在信息不足时进行无把握的侵入性操作"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0066,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0083,我血止不住，没有缺氧,injury_first_aid,negation_conflict,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120""]","[""不要反复揭开敷料查看出血""]",pilot_legacy_neg_0083,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0089,我浑身很冷，不是吸不上气,extreme_weather_exposure,negation_conflict,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_neg_0089,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0090,我衣服湿透了，不是喘不上气,extreme_weather_exposure,negation_conflict,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_neg_0090,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0126,我腿被压住了，但头没撞到,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要随意搬动疑似头部损伤者"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0126,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0127,我腿被压住了，但意识清楚,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0127,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0129,我手被重物压着，但头没撞到,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要随意搬动疑似头部损伤者"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0129,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0130,我手被重物压着，但意识清楚,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0130,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0162,我很渴，但没有发冷,extreme_weather_exposure,negation_conflict,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0162,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0163,我很渴，但没有失温,extreme_weather_exposure,negation_conflict,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""确认安全饮水来源并联系救援""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0163,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0164,我很渴，但没有冻僵,extreme_weather_exposure,negation_conflict,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""确认安全饮水来源并联系救援""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0164,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0168,我没吃的，但没有发冷,extreme_weather_exposure,negation_conflict,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_neg_0168,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0182,我不渴也有水，但是手机快关机了,operational_constraint,negation_conflict,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""确认安全饮水来源并联系救援"", ""节约电量并准备替代通信或求救方式""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0182,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0184,我有水有吃的，但是手机电量很低,operational_constraint,negation_conflict,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""确认安全饮水来源并联系救援"", ""节约电量并准备替代通信或求救方式""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0184,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0185,我有水有吃的，但是手机快关机了,operational_constraint,negation_conflict,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""确认安全饮水来源并联系救援"", ""节约电量并准备替代通信或求救方式""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0185,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0188,我还没缺水，但是手机快关机了,operational_constraint,negation_conflict,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""确认安全饮水来源并联系救援"", ""节约电量并准备替代通信或求救方式""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0188,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0206,我浑身很冷，但不是没水,extreme_weather_exposure,negation_conflict,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_neg_0206,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0213,我被困住了，但没有被压住,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0213,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0217,我出不去，但没有重物压着,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0217,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0232,我脚疼，但不是被重物压着,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0232,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0241,我撞到头了，身体没有被挤压,injury_first_aid,negation_conflict,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要随意搬动疑似头部损伤者""]",pilot_legacy_neg_0241,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0242,我撞到头了，身体没有被重物卡住,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要随意搬动疑似头部损伤者"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0242,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0246,又有余震，但我没有被压住,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0246,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0247,墙还在裂，但我没有被压住,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0247,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_neg_0248,上面在掉东西，但我没有被压住,earthquake_building_safety,negation_conflict,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_neg_0248,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
