query_id,query_text,source_group_id,reviewer_A_L0_L3,reviewer_A_should_fallback,reviewer_A_evidence_ids,reviewer_A_notes,reviewer_B_L0_L3,reviewer_B_should_fallback,reviewer_B_evidence_ids,reviewer_B_notes,adjudicated_L0_L3,adjudicated_should_fallback,adjudicated_evidence_ids,adjudicated_required_actions,adjudicated_prohibited_actions,adjudication_notes,formal_training_eligible,annotation_status,data_status,final_evaluation_eligible,evidence_gap_flag,annotation_version,evidence_binding_status,disaster_type_label,query_type_label,split_scope
pilot_legacy_multi_0164,我头晕想吐，还出了很多血,severe_bleeding+head_injury|MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2019-04-01+curated-v0.1+2024+curated-v0.1,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：bleeding、severe_bleeding、head,L3,false,MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001,依据显式线索：bleeding、severe_bleeding、head,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,对出血部位持续直接压迫止血|严重或持续出血时拨打120|停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120,不要反复揭开敷料查看出血|不要轻易拔出伤口异物|不要随意搬动疑似严重头部损伤者,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,出血/休克,development
pilot_legacy_multi_0165,我头晕想吐，还血止不住,severe_bleeding+head_injury|MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2019-04-01+curated-v0.1+2024+curated-v0.1,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：bleeding、severe_bleeding、head,L3,false,MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001,依据显式线索：bleeding、severe_bleeding、head,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,对出血部位持续直接压迫止血|严重或持续出血时拨打120|停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120,不要反复揭开敷料查看出血|不要轻易拔出伤口异物|不要随意搬动疑似严重头部损伤者,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,出血/休克,development
pilot_legacy_multi_0199,上面在掉东西，我还被困着,collapse_or_aftershock|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_multi_0211,又有余震，我腿很疼,collapse_or_aftershock+minor_injury|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse、minor_injury,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse、minor_injury,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_multi_0218,上面还在掉东西，我胳膊肿了,collapse_or_aftershock+minor_injury|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse、minor_injury,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse、minor_injury,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_multi_0232,我没水，手机也快没电,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0235,我没吃的，手机也快没电,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0236,我没吃的，手机也电量很低,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0237,我没吃的，手机也快关机,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0248,我很渴，身上还湿透了,cold_exposure+resource_deprivation|BJWJW_HYPOTHERMIA_2022+MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2022-10-24+curated-v0.1+2026-06-23+curated-v0.1,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001,依据显式线索：cold、resource,L2,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：cold、resource,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,转移到温暖干燥处并脱去湿衣|逐步保暖并监测意识和呼吸|补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮酒取暖|不要直接用过热物体加热皮肤|不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,极端低温,低温,development
pilot_legacy_multi_0249,我很渴，身上还冷得发抖,cold_exposure+resource_deprivation|BJWJW_HYPOTHERMIA_2022+MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2022-10-24+curated-v0.1+2026-06-23+curated-v0.1,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001,依据显式线索：cold、resource,L2,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：cold、resource,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,转移到温暖干燥处并脱去湿衣|逐步保暖并监测意识和呼吸|补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮酒取暖|不要直接用过热物体加热皮肤|不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,极端低温,低温,development
pilot_legacy_multi_0250,我没水，身上还很冷,cold_exposure+resource_deprivation|BJWJW_HYPOTHERMIA_2022+MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2022-10-24+curated-v0.1+2026-06-23+curated-v0.1,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001,依据显式线索：cold、resource,L2,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：cold、resource,L2,true,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001|NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,转移到温暖干燥处并脱去湿衣|逐步保暖并监测意识和呼吸|补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮酒取暖|不要直接用过热物体加热皮肤|不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,极端低温,低温,development
pilot_legacy_multi_0256,我很渴，现在很害怕,resource_deprivation+psychological_distress|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019+NHC_PSYCHOLOGICAL_HOTLINE_2021|2019版+curated-v0.1+2026-06-23+curated-v0.1+试行+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource、psych,L2,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001,依据显式线索：resource、psych；边界判断不同，提交仲裁,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水|使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要饮用生水、污染水或来源不明的水|不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0262,我没吃的，现在很害怕,resource_deprivation+psychological_distress|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019+NHC_PSYCHOLOGICAL_HOTLINE_2021|2019版+curated-v0.1+2026-06-23+curated-v0.1+试行+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource、psych,L1,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001,依据显式线索：resource、psych,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水|使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要饮用生水、污染水或来源不明的水|不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_multi_0267,我头晕想吐，现在特别想哭,head_injury+psychological_distress|NHC_HEALTH_LITERACY_2024+NHC_PSYCHOLOGICAL_HOTLINE_2021+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2024+curated-v0.1+试行+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head、psych,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head、psych,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120|使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要随意搬动疑似严重头部损伤者|不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,心理支持,development
pilot_legacy_multi_0282,我很崩溃，还眼前发黑,psychological_distress|NHC_PSYCHOLOGICAL_HOTLINE_2021|试行+curated-v0.1,L2,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych、visual_blackout,L1,false,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych、visual_blackout；边界判断不同，提交仲裁,L2,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,心理支持,development
pilot_legacy_multi_0284,我头晕想吐，手机电量很低,head_injury|NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2024+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120,不要随意搬动疑似严重头部损伤者,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,头部或意识,development
pilot_legacy_multi_0298,我卡住了，还头很晕,head_injury+crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2019-04-01+curated-v0.1+2019-08-17+curated-v0.1+2024+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head、crush,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head、crush,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001|BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120|先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要随意搬动疑似严重头部损伤者|不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
pilot_legacy_multi_0300,我卡住了，还撞到头后有点想吐,head_injury+crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2019-04-01+curated-v0.1+2019-08-17+curated-v0.1+2024+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head、crush,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head、crush,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001|BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120|先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要随意搬动疑似严重头部损伤者|不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
pilot_legacy_multi_0311,我腿被压住了，手机电量低,crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019|2019-04-01+curated-v0.1+2019-08-17+curated-v0.1,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
pilot_legacy_multi_0312,我腿被压住了，手机快关机,crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019|2019-04-01+curated-v0.1+2019-08-17+curated-v0.1,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
pilot_legacy_multi_0314,我胳膊被卡住了，手机电量低,crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019|2019-04-01+curated-v0.1+2019-08-17+curated-v0.1,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
